"id_transect_annee","transect_coordonnees","transect_type_prairie","transect_paturage_prairie","transect_rythme_fauchage_prairie","amendements","semis_sursemis","duree","longueur_transect","geometry"
"161_Pyramide L.Jouhaux Lille_2015","{""type"": ""LineString"", ""coordinates"": [[3.039136191300675, 50.63736023530256], [3.0388733348162313, 50.63747931411661], [3.0385085543926897, 50.63757457695063], [3.0383100709299775, 50.637673241823535], [3.0381169518827487, 50.63778211317375], [3.0379828414238017, 50.63779572207337], [3.037880917484704, 50.637778710943955], [3.0378058156320065, 50.63770386191735], [3.03778435796109, 50.63754735901938], [3.037816544471956, 50.637292190134595], [3.037730713779308, 50.63689412390673], [3.0376609763420928, 50.63672400910079], [3.0377038916929084, 50.636577709880385], [3.0379238328265363, 50.63659472144448], [3.038267155579162, 50.63656069831582], [3.038374443942726, 50.63664915839454], [3.0385246476481225, 50.63670699758919], [3.0386158427562537, 50.63677504361007], [3.0388089618034826, 50.637016606181184], [3.039136191300675, 50.63730579917606], [3.0391737422270246, 50.6373330172472]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",2400,388.766106637847,c(3.03829218953306, 50.6371964385858)
"161_Pyramide L.Jouhaux Lille_2016","{""type"": ""LineString"", ""coordinates"": [[3.039136191300675, 50.63736023530256], [3.0388733348162313, 50.63747931411661], [3.0385085543926897, 50.63757457695063], [3.0383100709299775, 50.637673241823535], [3.0381169518827487, 50.63778211317375], [3.0379828414238017, 50.63779572207337], [3.037880917484704, 50.637778710943955], [3.0378058156320065, 50.63770386191735], [3.03778435796109, 50.63754735901938], [3.037816544471956, 50.637292190134595], [3.037730713779308, 50.63689412390673], [3.0376609763420928, 50.63672400910079], [3.0377038916929084, 50.636577709880385], [3.0379238328265363, 50.63659472144448], [3.038267155579162, 50.63656069831582], [3.038374443942726, 50.63664915839454], [3.0385246476481225, 50.63670699758919], [3.0386158427562537, 50.63677504361007], [3.0388089618034826, 50.637016606181184], [3.039136191300675, 50.63730579917606], [3.0391737422270246, 50.6373330172472]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",2400,388.766106637847,c(3.03829218953306, 50.6371964385858)
"161_Pyramide L.Jouhaux Lille_2017","{""type"": ""LineString"", ""coordinates"": [[3.039136191300675, 50.63736023530256], [3.0388733348162313, 50.63747931411661], [3.0385085543926897, 50.63757457695063], [3.0383100709299775, 50.637673241823535], [3.0381169518827487, 50.63778211317375], [3.0379828414238017, 50.63779572207337], [3.037880917484704, 50.637778710943955], [3.0378058156320065, 50.63770386191735], [3.03778435796109, 50.63754735901938], [3.037816544471956, 50.637292190134595], [3.037730713779308, 50.63689412390673], [3.0376609763420928, 50.63672400910079], [3.0377038916929084, 50.636577709880385], [3.0379238328265363, 50.63659472144448], [3.038267155579162, 50.63656069831582], [3.038374443942726, 50.63664915839454], [3.0385246476481225, 50.63670699758919], [3.0386158427562537, 50.63677504361007], [3.0388089618034826, 50.637016606181184], [3.039136191300675, 50.63730579917606], [3.0391737422270246, 50.6373330172472]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",1800,388.766106637847,c(3.03829218953306, 50.6371964385858)
"161_Pyramide L.Jouhaux Lille_2018","{""type"": ""LineString"", ""coordinates"": [[3.039136191300675, 50.63736023530256], [3.0388733348162313, 50.63747931411661], [3.0385085543926897, 50.63757457695063], [3.0383100709299775, 50.637673241823535], [3.0381169518827487, 50.63778211317375], [3.0379828414238017, 50.63779572207337], [3.037880917484704, 50.637778710943955], [3.0378058156320065, 50.63770386191735], [3.03778435796109, 50.63754735901938], [3.037816544471956, 50.637292190134595], [3.037730713779308, 50.63689412390673], [3.0376609763420928, 50.63672400910079], [3.0377038916929084, 50.636577709880385], [3.0379238328265363, 50.63659472144448], [3.038267155579162, 50.63656069831582], [3.038374443942726, 50.63664915839454], [3.0385246476481225, 50.63670699758919], [3.0386158427562537, 50.63677504361007], [3.0388089618034826, 50.637016606181184], [3.039136191300675, 50.63730579917606], [3.0391737422270246, 50.6373330172472]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",2400,388.766106637847,c(3.03829218953306, 50.6371964385858)
"161_Pyramide L.Jouhaux Lille_2021","{""type"": ""LineString"", ""coordinates"": [[3.039136191300675, 50.63736023530256], [3.0388733348162313, 50.63747931411661], [3.0385085543926897, 50.63757457695063], [3.0383100709299775, 50.637673241823535], [3.0381169518827487, 50.63778211317375], [3.0379828414238017, 50.63779572207337], [3.037880917484704, 50.637778710943955], [3.0378058156320065, 50.63770386191735], [3.03778435796109, 50.63754735901938], [3.037816544471956, 50.637292190134595], [3.037730713779308, 50.63689412390673], [3.0376609763420928, 50.63672400910079], [3.0377038916929084, 50.636577709880385], [3.0379238328265363, 50.63659472144448], [3.038267155579162, 50.63656069831582], [3.038374443942726, 50.63664915839454], [3.0385246476481225, 50.63670699758919], [3.0386158427562537, 50.63677504361007], [3.0388089618034826, 50.637016606181184], [3.039136191300675, 50.63730579917606], [3.0391737422270246, 50.6373330172472]]}","Prairie sans distinction","Pâturée","Fauche tardive","[]","Non",3000,388.766106637847,c(3.03829218953306, 50.6371964385858)
"161_Pyramide L.Jouhaux Lille_2023","{""type"": ""LineString"", ""coordinates"": [[3.039136191300675, 50.63736023530256], [3.0388733348162313, 50.63747931411661], [3.0385085543926897, 50.63757457695063], [3.0383100709299775, 50.637673241823535], [3.0381169518827487, 50.63778211317375], [3.0379828414238017, 50.63779572207337], [3.037880917484704, 50.637778710943955], [3.0378058156320065, 50.63770386191735], [3.03778435796109, 50.63754735901938], [3.037816544471956, 50.637292190134595], [3.037730713779308, 50.63689412390673], [3.0376609763420928, 50.63672400910079], [3.0377038916929084, 50.636577709880385], [3.0379238328265363, 50.63659472144448], [3.038267155579162, 50.63656069831582], [3.038374443942726, 50.63664915839454], [3.0385246476481225, 50.63670699758919], [3.0386158427562537, 50.63677504361007], [3.0388089618034826, 50.637016606181184], [3.039136191300675, 50.63730579917606], [3.0391737422270246, 50.6373330172472]]}","Prairie sans distinction","Pâturée","Fauche tardive","[]","Non",3300,388.766106637847,c(3.03829218953306, 50.6371964385858)
"165_Parc Matisse prairie 2015 Lille_2015","{""type"": ""LineString"", ""coordinates"": [[3.071204169114455, 50.640876090713945], [3.071249766664029, 50.64077062854426], [3.071244402248546, 50.64069918629539], [3.0711317494694987, 50.6406260429289], [3.0710646942400253, 50.64050697208746], [3.071027143313676, 50.6403572825992], [3.0710164144827092, 50.64031305607302], [3.0709976390195353, 50.64018377828363], [3.0710164144827092, 50.6401208402858], [3.0710861519199244, 50.64009022176665]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",1500,94.9104577187484,c(3.07110385449551, 50.6404544099578)
"165_Parc Matisse prairie 2015 Lille_2017","{""type"": ""LineString"", ""coordinates"": [[3.071204169114455, 50.640876090713945], [3.071249766664029, 50.64077062854426], [3.071244402248546, 50.64069918629539], [3.0711317494694987, 50.6406260429289], [3.0710646942400253, 50.64050697208746], [3.071027143313676, 50.6403572825992], [3.0710164144827092, 50.64031305607302], [3.0709976390195353, 50.64018377828363], [3.0710164144827092, 50.6401208402858], [3.0710861519199244, 50.64009022176665]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",1800,94.9104577187484,c(3.07110385449551, 50.6404544099578)
"167_Port Darblay_2017","{""type"": ""LineString"", ""coordinates"": [[2.4837669435306733, 48.59022468744044], [2.483592599946619, 48.590088080024245], [2.4835148158771956, 48.590008244352845], [2.483496040414021, 48.589924860290346], [2.4834719005353634, 48.5898716363515], [2.4834155741458397, 48.58980244514839], [2.4833512011330914, 48.58972260901976], [2.483327061254433, 48.58961970894065], [2.483327061254433, 48.589529227663675], [2.483327061254433, 48.58949197061948], [2.483345836717608, 48.58943874622469], [2.483498722630746, 48.589413908153794], [2.4836167398252766, 48.589401489113776], [2.483823269920197, 48.589394392515565], [2.4839117828116026, 48.58939971495987], [2.483919829443811, 48.58949551890889], [2.4839037361883785, 48.589625031361216], [2.4839037361883785, 48.589781155519695], [2.483922511651553, 48.58988760353785], [2.4839520159546775, 48.58997985830674], [2.483960062577902, 48.59009162827774]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,216.091852501088,c(2.4836356430122, 48.5897234531777)
"167_Port Darblay_2018","{""type"": ""LineString"", ""coordinates"": [[2.4837669435306733, 48.59022468744044], [2.483592599946619, 48.590088080024245], [2.4835148158771956, 48.590008244352845], [2.483496040414021, 48.589924860290346], [2.4834719005353634, 48.5898716363515], [2.4834155741458397, 48.58980244514839], [2.4833512011330914, 48.58972260901976], [2.483327061254433, 48.58961970894065], [2.483327061254433, 48.589529227663675], [2.483327061254433, 48.58949197061948], [2.483345836717608, 48.58943874622469], [2.483498722630746, 48.589413908153794], [2.4836167398252766, 48.589401489113776], [2.483823269920197, 48.589394392515565], [2.4839117828116026, 48.58939971495987], [2.483919829443811, 48.58949551890889], [2.4839037361883785, 48.589625031361216], [2.4839037361883785, 48.589781155519695], [2.483922511651553, 48.58988760353785], [2.4839520159546775, 48.58997985830674], [2.483960062577902, 48.59009162827774]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,216.091852501088,c(2.4836356430122, 48.5897234531777)
"167_Port Darblay_2019","{""type"": ""LineString"", ""coordinates"": [[2.4837669435306733, 48.59022468744044], [2.483592599946619, 48.590088080024245], [2.4835148158771956, 48.590008244352845], [2.483496040414021, 48.589924860290346], [2.4834719005353634, 48.5898716363515], [2.4834155741458397, 48.58980244514839], [2.4833512011330914, 48.58972260901976], [2.483327061254433, 48.58961970894065], [2.483327061254433, 48.589529227663675], [2.483327061254433, 48.58949197061948], [2.483345836717608, 48.58943874622469], [2.483498722630746, 48.589413908153794], [2.4836167398252766, 48.589401489113776], [2.483823269920197, 48.589394392515565], [2.4839117828116026, 48.58939971495987], [2.483919829443811, 48.58949551890889], [2.4839037361883785, 48.589625031361216], [2.4839037361883785, 48.589781155519695], [2.483922511651553, 48.58988760353785], [2.4839520159546775, 48.58997985830674], [2.483960062577902, 48.59009162827774]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,216.091852501088,c(2.4836356430122, 48.5897234531777)
"167_Port Darblay_2020","{""type"": ""LineString"", ""coordinates"": [[2.4837669435306733, 48.59022468744044], [2.483592599946619, 48.590088080024245], [2.4835148158771956, 48.590008244352845], [2.483496040414021, 48.589924860290346], [2.4834719005353634, 48.5898716363515], [2.4834155741458397, 48.58980244514839], [2.4833512011330914, 48.58972260901976], [2.483327061254433, 48.58961970894065], [2.483327061254433, 48.589529227663675], [2.483327061254433, 48.58949197061948], [2.483345836717608, 48.58943874622469], [2.483498722630746, 48.589413908153794], [2.4836167398252766, 48.589401489113776], [2.483823269920197, 48.589394392515565], [2.4839117828116026, 48.58939971495987], [2.483919829443811, 48.58949551890889], [2.4839037361883785, 48.589625031361216], [2.4839037361883785, 48.589781155519695], [2.483922511651553, 48.58988760353785], [2.4839520159546775, 48.58997985830674], [2.483960062577902, 48.59009162827774]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1920,216.091852501088,c(2.4836356430122, 48.5897234531777)
"167_Port Darblay_2021","{""type"": ""LineString"", ""coordinates"": [[2.483796, 48.59025], [2.483552, 48.590075], [2.483288, 48.590003], [2.483243, 48.589883], [2.483372, 48.589717], [2.483384, 48.589538], [2.483848, 48.589469], [2.483899, 48.589576], [2.483899, 48.5897], [2.483951, 48.589892], [2.483977, 48.59002], [2.484015, 48.590088]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,207.252907612526,c(2.48368533333333, 48.5898509166667)
"167_Port Darblay_2022","{""type"": ""LineString"", ""coordinates"": [[2.483796, 48.59025], [2.483552, 48.590075], [2.483288, 48.590003], [2.483243, 48.589883], [2.483372, 48.589717], [2.483384, 48.589538], [2.483848, 48.589469], [2.483899, 48.589576], [2.483899, 48.5897], [2.483951, 48.589892], [2.483977, 48.59002], [2.484015, 48.590088]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1380,207.252907612526,c(2.48368533333333, 48.5898509166667)
"167_Port Darblay_2023","{""type"": ""LineString"", ""coordinates"": [[2.483796, 48.59025], [2.483552, 48.590075], [2.483288, 48.590003], [2.483243, 48.589883], [2.483372, 48.589717], [2.483384, 48.589538], [2.483848, 48.589469], [2.483899, 48.589576], [2.483899, 48.5897], [2.483951, 48.589892], [2.483977, 48.59002], [2.484015, 48.590088]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1560,207.252907612526,c(2.48368533333333, 48.5898509166667)
"169_Chemin des cerisiers_2020","{""type"": ""LineString"", ""coordinates"": [[2.2084182500839233, 48.88079701461763], [2.2079864144325256, 48.881022792684945], [2.2081258893013, 48.88114097298572], [2.208423614501953, 48.88103161212004], [2.2085496783256526, 48.88096282048522], [2.208675742149353, 48.88088168151231], [2.208525538444519, 48.88074586163265], [2.208874225616455, 48.880530665743464], [2.2092819213867188, 48.880883445404436], [2.2092175483703613, 48.880913431560884]]}","Prairie sèche (calcicole)","Non pâturée","Non fauchée","[]","Non",3300,215.471485289847,c(2.20860788226128, 48.8808910298747)
"170_Parc Chènevreux_2015","{""type"": ""LineString"", ""coordinates"": [[2.2090592977501657, 48.88520655323157], [2.209362387368809, 48.885194207052734], [2.209693323539159, 48.88529890786543], [2.2100517150855463, 48.88531237749669], [2.210134863564997, 48.885278866503626], [2.210403084466451, 48.885222426885605], [2.21064448327776, 48.88533706979297], [2.2110253569578244, 48.885224190624626]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,155.346131823418,c(2.21004681400134, 48.8852593249317)
"170_Parc Chènevreux_2016","{""type"": ""LineString"", ""coordinates"": [[2.2090592977501657, 48.88520655323157], [2.209362387368809, 48.885194207052734], [2.209693323539159, 48.88529890786543], [2.2100517150855463, 48.88531237749669], [2.210134863564997, 48.885278866503626], [2.210403084466451, 48.885222426885605], [2.21064448327776, 48.88533706979297], [2.2110253569578244, 48.885224190624626]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2700,155.346131823418,c(2.21004681400134, 48.8852593249317)
"170_Parc Chènevreux_2017","{""type"": ""LineString"", ""coordinates"": [[2.2090592977501657, 48.88520655323157], [2.209362387368809, 48.885194207052734], [2.209693323539159, 48.88529890786543], [2.2100517150855463, 48.88531237749669], [2.210134863564997, 48.885278866503626], [2.210403084466451, 48.885222426885605], [2.21064448327776, 48.88533706979297], [2.2110253569578244, 48.885224190624626]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2700,155.346131823418,c(2.21004681400134, 48.8852593249317)
"170_Parc Chènevreux_2020","{""type"": ""LineString"", ""coordinates"": [[2.2090592977501657, 48.88520655323157], [2.209362387368809, 48.885194207052734], [2.209693323539159, 48.88529890786543], [2.2100517150855463, 48.88531237749669], [2.210134863564997, 48.885278866503626], [2.210403084466451, 48.885222426885605], [2.21064448327776, 48.88533706979297], [2.2110253569578244, 48.885224190624626]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",3000,155.346131823418,c(2.21004681400134, 48.8852593249317)
"172_Avenue des chemins de fer industriels_2020","{""type"": ""LineString"", ""coordinates"": [[2.368289709091186, 48.904165985674126], [2.3693733215332022, 48.90405314901275], [2.3711918592453, 48.90384863191477]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,215.040222550242,c(2.36961829662323, 48.9040225888672)
"172_Avenue des magasins généraux_2020","{""type"": ""LineString"", ""coordinates"": [[2.359584331512451, 48.90384792668192], [2.362062692642212, 48.90356583275556], [2.362373828887939, 48.903509413779204], [2.365635395050049, 48.90312858402294]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2280,449.560158544378,c(2.36241406202316, 48.9035129393099)
